item_id,price,avg_rating,category,item_view_count_7d,item_purchase_count_30d,item_avg_rating_events,item_cart_rate,item_conversion_rate,event_timestamp,created_timestamp
item_000026,144.43,4.0,clothing,4.0,3.0,3.78,0.48,0.26,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000027,484.06,4.7,home_garden,1.0,0.0,3.25,0.4583,0.2917,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000028,150.76,4.6,home_garden,1.0,4.0,2.6999999999999997,0.8261,0.2609,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000029,399.23,2.8,home_garden,3.0,1.0,2.8,0.3824,0.0588,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000030,164.14,2.7,sports,3.0,3.0,2.1,0.5185,0.5185,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000031,240.17,3.7,clothing,1.0,2.0,2.9749999999999996,0.4118,0.3529,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000032,603.66,4.4,jewelry,3.0,7.0,3.2444444444444445,0.4167,0.3125,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000033,183.72,4.6,beauty,4.0,5.0,3.211111111111111,0.5833,0.3056,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000034,50.44,3.6,clothing,4.0,9.0,3.02,0.5185,0.8519,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000035,514.78,3.7,home_garden,5.0,4.0,3.0545454545454547,0.4103,0.4359,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000036,2313.7,3.6,jewelry,1.0,1.0,2.375,0.8,0.45,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000037,140.84,3.7,toys,1.0,5.0,2.4875,0.7826,0.6087,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000038,39.92,3.9,clothing,5.0,3.0,2.1333333333333333,0.8889,0.4074,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000039,157.86,3.5,sports,3.0,6.0,2.622222222222222,0.4314,0.451,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000040,107.65,3.6,toys,1.0,4.0,2.8333333333333335,0.5,0.6538,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000041,205.56,4.1,sports,2.0,6.0,2.45,0.4839,0.3548,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000042,4186.47,2.9,jewelry,4.0,3.0,3.025,0.3929,0.25,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000043,132.52,5.0,clothing,3.0,3.0,2.6,0.5294,0.4412,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000044,84.24,5.0,toys,3.0,4.0,3.5799999999999996,0.625,0.25,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000045,12.09,4.3,beauty,2.0,7.0,2.75,0.4783,0.4348,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000046,441.2,4.8,home_garden,3.0,3.0,2.033333333333333,0.7273,0.2273,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000047,4994.77,3.2,jewelry,3.0,5.0,3.56,0.3226,0.3871,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000048,195.54,3.4,beauty,0.0,3.0,3.0,0.64,0.4,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000049,3448.36,2.2,jewelry,0.0,6.0,2.5,0.3824,0.2647,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000050,377.79,3.8,automotive,1.0,2.0,4.0,1.0588,0.3529,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000051,113.47,3.9,clothing,2.0,5.0,3.1999999999999997,0.6364,0.5455,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000052,18.67,4.0,beauty,2.0,2.0,2.8125,0.6471,0.2941,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000053,137.12,2.7,toys,4.0,7.0,2.1500000000000004,0.4681,0.2553,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000054,262.89,3.8,electronics,2.0,1.0,2.2125,1.0526,0.4211,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000055,541.4,4.0,home_garden,2.0,4.0,2.0,0.7917,0.375,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000056,702.99,4.1,home_garden,6.0,5.0,2.96,0.5517,0.4828,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000057,4119.62,3.4,jewelry,4.0,6.0,2.463636363636364,0.3636,0.2727,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000058,433.55,5.0,sports,4.0,2.0,2.8499999999999996,0.5714,0.2286,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000059,24.4,3.6,toys,7.0,2.0,2.5666666666666664,0.4688,0.4375,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000060,457.51,3.9,electronics,2.0,4.0,2.4499999999999997,0.625,0.3125,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000061,485.09,3.6,home_garden,2.0,2.0,3.025,0.8,0.45,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000062,174.28,3.4,home_garden,0.0,2.0,3.0,0.4286,0.1224,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000063,43.96,4.3,books,1.0,6.0,4.12,0.5667,0.3667,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000064,138.94,2.7,toys,5.0,2.0,3.442857142857143,0.5,0.2778,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000065,90.04,4.3,clothing,1.0,8.0,3.5500000000000003,1.1739,0.8696,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000066,67.51,3.9,toys,1.0,5.0,3.0,0.4231,0.4615,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000067,1212.14,3.7,electronics,2.0,4.0,3.56,0.5682,0.3182,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000068,35.2,3.0,food,2.0,1.0,2.4857142857142853,1.04,0.32,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000069,191.04,3.8,sports,2.0,8.0,3.0,0.4848,0.5152,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000070,64.46,4.3,home_garden,2.0,5.0,2.575,0.8,0.65,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000071,268.64,3.9,automotive,3.0,1.0,2.566666666666667,0.7368,0.7368,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000072,33.09,3.8,books,3.0,5.0,3.533333333333333,0.4783,0.2609,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000073,87.5,3.6,automotive,1.0,3.0,2.325,0.72,0.24,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000074,2.35,3.5,food,2.0,0.0,2.966666666666667,0.6562,0.1562,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000075,2836.8,3.0,jewelry,2.0,5.0,1.9500000000000002,0.5517,0.3448,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000076,361.95,4.2,home_garden,0.0,3.0,3.1,0.6364,0.3182,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000077,326.27,4.0,home_garden,1.0,2.0,3.5500000000000003,0.85,0.35,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000078,3.8,4.3,food,2.0,3.0,2.4166666666666665,0.4,0.3667,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000079,186.29,3.5,clothing,1.0,4.0,2.8,0.5,0.6,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000080,788.73,3.7,home_garden,0.0,1.0,3.8200000000000003,0.6538,0.2692,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000081,153.5,3.0,automotive,1.0,4.0,3.45,0.68,0.4,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000082,599.11,2.7,electronics,7.0,2.0,3.6571428571428575,0.4615,0.2308,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000083,203.39,3.9,electronics,0.0,5.0,3.44,0.5,0.8182,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000084,347.37,2.4,automotive,2.0,1.0,2.522222222222222,0.4783,0.3478,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000085,443.85,4.0,home_garden,2.0,2.0,1.8333333333333333,0.6452,0.2581,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000086,152.02,3.4,jewelry,2.0,4.0,2.685714285714286,0.6667,0.2727,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000087,101.07,5.0,home_garden,2.0,6.0,3.1833333333333336,1.1176,0.8824,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000088,29.68,3.8,food,3.0,4.0,1.7,0.48,0.4,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000089,100.16,4.2,toys,0.0,5.0,2.8000000000000003,0.3636,0.5455,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000090,92.84,3.3,toys,3.0,2.0,3.28,0.6071,0.5,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000091,95.5,4.6,clothing,2.0,4.0,2.4714285714285715,0.5,0.375,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000092,36.13,4.7,books,3.0,1.0,2.533333333333333,0.4595,0.2162,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000093,86.36,4.5,clothing,1.0,7.0,2.85,0.5,0.34,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000094,293.44,5.0,sports,2.0,5.0,3.7,0.5417,0.5417,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000095,400.7,3.1,sports,1.0,7.0,2.35,0.6176,0.3235,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000096,221.65,4.3,electronics,0.0,5.0,2.225,0.8571,0.4286,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000097,158.48,3.3,clothing,4.0,3.0,3.275,0.6098,0.3171,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000098,381.58,3.1,automotive,3.0,4.0,2.3333333333333335,0.7407,0.4074,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000099,137.13,3.8,automotive,4.0,4.0,2.725,0.5357,0.5,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000100,52.59,4.0,automotive,2.0,3.0,2.909090909090909,0.4,0.6,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000101,377.73,3.7,sports,1.0,11.0,2.275,0.7143,0.5143,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000102,16.84,2.9,clothing,4.0,5.0,3.18,0.3421,0.4474,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000103,41.08,3.8,books,4.0,10.0,2.25,0.5926,0.4259,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000104,9.05,3.8,toys,4.0,3.0,2.45,0.5,0.2667,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000105,194.8,3.1,beauty,4.0,5.0,2.075,0.5,0.1207,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000106,50.55,4.8,food,3.0,7.0,2.4555555555555557,0.38,0.48,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000107,13.24,5.0,books,1.0,4.0,3.011111111111111,0.5854,0.3902,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000108,330.02,3.9,automotive,5.0,3.0,2.425,0.4146,0.2439,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000109,4248.23,4.5,jewelry,5.0,8.0,3.0545454545454547,0.5254,0.339,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000110,51.19,2.1,food,8.0,2.0,3.0833333333333335,0.2969,0.1406,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000111,63.06,3.8,automotive,2.0,7.0,2.914285714285714,0.6,0.4,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000112,82.47,4.6,automotive,0.0,5.0,3.1,1.5294,0.4706,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000113,37.45,3.8,home_garden,2.0,6.0,2.9,0.4615,0.5,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000114,39.45,3.7,books,4.0,3.0,3.16,0.6296,0.2963,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000115,41.84,4.3,beauty,3.0,2.0,3.033333333333333,0.4333,0.2,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000116,30.46,5.0,clothing,1.0,8.0,3.575,0.9524,0.5714,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000117,40.75,4.0,food,3.0,3.0,2.8857142857142857,0.5122,0.3415,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000118,524.52,3.9,electronics,2.0,3.0,3.175,0.7059,0.3235,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000119,937.24,4.7,electronics,1.0,4.0,4.05,0.6111,0.3056,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000120,70.07,4.1,beauty,4.0,6.0,3.29,0.65,0.4,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000121,81.17,5.0,automotive,0.0,4.0,3.6,0.875,0.9375,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000122,89.07,3.1,clothing,0.0,2.0,3.3499999999999996,0.52,0.28,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000123,613.61,3.1,home_garden,4.0,2.0,2.6333333333333333,0.4884,0.3721,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000124,8.92,3.2,food,2.0,4.0,2.733333333333333,0.5385,0.3846,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000125,17.4,4.4,sports,0.0,2.0,3.6571428571428575,0.9524,0.3333,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000126,148.2,4.0,electronics,1.0,5.0,2.175,0.3947,0.3684,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000127,241.95,3.6,clothing,3.0,1.0,2.9,0.4839,0.3226,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000128,167.73,4.0,beauty,2.0,7.0,3.016666666666667,0.8696,0.6957,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000129,7.96,4.5,books,3.0,5.0,3.725,0.5769,0.4231,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000130,292.57,3.6,clothing,5.0,3.0,2.6666666666666665,0.7667,0.2667,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000131,515.54,4.3,home_garden,6.0,5.0,2.84,0.4844,0.1875,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000132,266.64,3.5,clothing,6.0,2.0,2.96,0.5556,0.2222,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000133,106.85,2.8,electronics,0.0,3.0,2.675,0.4828,0.4138,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000134,649.11,3.8,home_garden,4.0,3.0,3.1,0.4286,0.3429,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000135,176.92,2.7,automotive,3.0,9.0,2.7454545454545456,0.5319,0.3617,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000136,741.86,3.6,electronics,2.0,5.0,1.9714285714285715,0.4419,0.4186,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000137,50.52,3.9,books,3.0,4.0,3.5,0.3871,0.3226,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000138,313.95,3.2,sports,2.0,2.0,3.9333333333333336,0.5357,0.4286,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000139,49.49,4.2,automotive,1.0,3.0,3.0,0.6818,0.4091,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000140,452.1,3.6,sports,0.0,3.0,3.175,0.7143,0.3333,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000141,466.46,4.2,sports,6.0,5.0,3.5,0.3833,0.2667,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000142,295.48,3.8,automotive,7.0,6.0,2.9333333333333336,0.5652,0.3696,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000143,142.36,3.7,toys,1.0,4.0,2.3375,0.875,0.8125,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000144,169.07,3.2,automotive,3.0,5.0,2.814285714285714,0.6341,0.3659,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000145,2563.42,3.8,jewelry,2.0,4.0,2.533333333333333,0.7273,0.4091,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000146,2468.4,3.9,jewelry,0.0,2.0,1.9999999999999998,0.48,0.28,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000147,226.75,4.1,clothing,7.0,4.0,3.05,0.4259,0.2593,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000148,2325.22,4.0,jewelry,0.0,0.0,2.6666666666666665,0.8,0.12,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000149,296.71,2.9,automotive,3.0,3.0,3.3600000000000003,0.7742,0.2258,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000150,104.9,4.5,home_garden,4.0,6.0,2.9333333333333336,0.3659,0.439,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000151,113.45,4.1,beauty,4.0,8.0,2.8857142857142857,0.8,0.52,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000152,128.49,3.8,clothing,4.0,1.0,1.8333333333333333,0.4118,0.2353,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000153,1438.1,4.0,electronics,3.0,8.0,3.436363636363636,0.5476,0.5,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000154,103.34,4.2,home_garden,4.0,5.0,3.1538461538461537,0.4561,0.2632,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000155,1411.05,5.0,electronics,3.0,3.0,2.275,0.6071,0.3214,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000156,383.89,3.4,home_garden,0.0,3.0,3.183333333333333,0.5926,0.2222,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000157,287.87,3.4,clothing,1.0,2.0,3.0500000000000003,0.64,0.48,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000158,183.26,3.1,sports,1.0,2.0,3.525,0.7222,0.4444,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000159,162.08,2.5,beauty,4.0,7.0,3.275,0.2424,0.3939,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000160,1999.66,4.1,electronics,1.0,2.0,2.766666666666667,0.3793,0.4138,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000161,60.09,5.0,food,6.0,4.0,2.4499999999999997,0.5556,0.4815,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000162,15.94,3.6,food,3.0,2.0,2.85,0.5938,0.375,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000163,88.04,4.7,toys,4.0,4.0,3.2375,0.8095,0.6667,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000164,88.32,3.6,automotive,1.0,5.0,2.914285714285714,0.3182,0.3864,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000165,78.68,4.6,clothing,5.0,5.0,3.1166666666666667,0.4688,0.4375,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000166,247.25,4.0,clothing,7.0,1.0,2.325,0.7273,0.4545,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000167,187.14,3.8,home_garden,2.0,3.0,2.58,0.2973,0.2162,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000168,127.02,3.4,beauty,2.0,11.0,2.76,0.5536,0.4286,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000169,1748.38,3.9,electronics,1.0,2.0,2.925,0.8846,0.4231,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000170,2633.43,4.4,jewelry,2.0,3.0,3.6,0.4,0.44,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000171,682.12,3.3,electronics,2.0,6.0,2.35,0.9565,0.5652,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000172,54.09,3.8,beauty,4.0,1.0,2.9,0.9,0.25,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000173,39.32,4.0,food,3.0,4.0,3.3000000000000003,0.8077,0.4231,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000174,10.87,4.4,beauty,2.0,5.0,3.2777777777777777,0.5152,0.3636,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000175,57.41,3.9,books,3.0,4.0,3.11,0.6486,0.2973,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000176,106.67,3.6,home_garden,2.0,5.0,2.8,0.7778,0.3704,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000177,82.19,4.0,toys,0.0,3.0,2.725,0.5667,0.2667,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000178,435.89,4.6,sports,4.0,6.0,3.28,0.3448,0.2931,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000179,163.71,4.1,automotive,4.0,7.0,3.65,0.5152,0.4848,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000180,17.98,3.8,toys,4.0,5.0,2.975,0.5714,0.2679,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000181,248.41,3.9,home_garden,4.0,7.0,1.9333333333333333,0.72,0.36,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000182,86.18,3.1,beauty,6.0,5.0,2.9499999999999997,0.6333,0.5,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000183,136.52,4.3,sports,2.0,1.0,2.8666666666666667,0.6897,0.4138,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000184,54.95,2.9,sports,3.0,3.0,3.425,0.7143,0.4286,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000185,36.04,3.5,sports,1.0,2.0,3.0571428571428574,0.7931,0.2414,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000186,1343.49,3.7,jewelry,0.0,2.0,3.72,0.7391,0.2609,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000187,781.07,3.5,electronics,2.0,3.0,2.66,0.8947,0.5263,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000188,303.53,3.1,automotive,3.0,3.0,3.457142857142857,0.3939,0.2727,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
item_000189,72.76,3.4,electronics,2.0,5.0,3.65,0.4167,0.25,2026-05-24 20:49:02.254366,2026-08-23 21:02:22.309587
