item_id,item_name,category,subcategory,price,avg_rating,review_count,brand,is_available
item_000159,Maybelline Skincare Model-0159,beauty,Haircare,162.08,2.5,2,LOreal,True
item_000160,Sony Smartphones Model-0160,electronics,Headphones,1999.66,4.1,0,Bosch,True
item_000161,Organic Valley Supplements Model-0161,food,Organic,60.09,5.0,334,Nestle,True
item_000162,Kelloggs Beverages Model-0162,food,Beverages,15.94,3.6,1097,Kelloggs,True
item_000163,Hasbro Action Figures Model-0163,toys,Puzzles,88.04,4.7,1136,Mattel,True
item_000164,Bosch Car Care Model-0164,automotive,Electronics,88.32,3.6,4267,Castrol,True
item_000165,Levis Jackets Model-0165,clothing,T-Shirts,78.68,4.6,1157,H&M,True
item_000166,Nike T-Shirts Model-0166,clothing,Jeans,247.25,4.0,15,Zara,True
item_000167,Cuisinart Garden Model-0167,home_garden,Lighting,187.14,3.8,559,Philips,False
item_000168,LOreal Haircare Model-0168,beauty,Skincare,127.02,3.4,3892,Estee Lauder,True
item_000169,LG TVs Model-0169,electronics,Cameras,1748.38,3.9,845,LG,True
item_000170,Zales Rings Model-0170,jewelry,Rings,2633.43,4.4,67,Swarovski,True
item_000171,LG Cameras Model-0171,electronics,Smartphones,682.12,3.3,79,Bosch,False
item_000172,Estee Lauder Fragrance Model-0172,beauty,Skincare,54.09,3.8,21,Maybelline,True
item_000173,Kelloggs Supplements Model-0173,food,Supplements,39.32,4.0,917,Nestle,True
item_000174,Maybelline Fragrance Model-0174,beauty,Fragrance,10.87,4.4,962,Maybelline,True
item_000175,Random House History Model-0175,books,Non-Fiction,57.41,3.9,1345,HarperCollins,True
item_000176,IKEA Garden Model-0176,home_garden,Bedding,106.67,3.6,243,Dyson,True
item_000177,Hasbro Dolls Model-0177,toys,Dolls,82.19,4.0,658,Hasbro,True
item_000178,Adidas Yoga Model-0178,sports,Yoga,435.89,4.6,4222,Under Armour,True
item_000179,Michelin Accessories Model-0179,automotive,Accessories,163.71,4.1,1211,Bosch,True
item_000180,Mattel Board Games Model-0180,toys,Board Games,17.98,3.8,2789,LEGO,True
item_000181,Dyson Furniture Model-0181,home_garden,Garden,248.41,3.9,13,IKEA,True
item_000182,LOreal Haircare Model-0182,beauty,Haircare,86.18,3.1,445,Maybelline,True
item_000183,Under Armour Cycling Model-0183,sports,Gym,136.52,4.3,0,Under Armour,True
item_000184,Nike Cycling Model-0184,sports,Gym,54.95,2.9,141,Puma,True
item_000185,Nike Cycling Model-0185,sports,Running,36.04,3.5,160,Adidas,True
item_000186,Pandora Earrings Model-0186,jewelry,Bracelets,1343.49,3.7,13,Swarovski,True
item_000187,LG Cameras Model-0187,electronics,Smartphones,781.07,3.5,380,Bosch,True
item_000188,Michelin Electronics Model-0188,automotive,Car Care,303.53,3.1,25,Bosch,True
item_000189,Bosch Headphones Model-0189,electronics,Headphones,72.76,3.4,2131,Samsung,True
item_000190,LG TVs Model-0190,electronics,Laptops,84.76,2.9,1615,Bosch,False
item_000191,Kelloggs Beverages Model-0191,food,Beverages,31.58,4.9,3638,Organic Valley,True
item_000192,Fisher-Price Board Games Model-0192,toys,Puzzles,95.94,3.4,4510,Fisher-Price,False
item_000193,Zara T-Shirts Model-0193,clothing,T-Shirts,163.47,3.4,586,Levis,True
item_000194,Nike Swimming Model-0194,sports,Cycling,181.57,5.0,1,Puma,True
item_000195,Swarovski Rings Model-0195,jewelry,Necklaces,2216.89,2.7,572,Tiffany,True
item_000196,H&M T-Shirts Model-0196,clothing,Jackets,131.5,4.2,125,Nike,True
item_000197,Hasbro Dolls Model-0197,toys,Board Games,133.25,3.8,25,LEGO,True
item_000198,Under Armour Swimming Model-0198,sports,Cycling,48.33,3.1,1219,Adidas,True
item_000199,Estee Lauder Skincare Model-0199,beauty,Fragrance,45.71,3.9,0,Estee Lauder,True
item_000200,IKEA Furniture Model-0200,home_garden,Garden,549.0,5.0,14,Dyson,True
item_000201,HarperCollins History Model-0201,books,Tech,11.33,4.2,24,HarperCollins,True
item_000202,Swarovski Rings Model-0202,jewelry,Earrings,2791.91,4.1,1304,Pandora,False
item_000203,Organic Valley Supplements Model-0203,food,Beverages,73.62,3.0,260,Nestle,True
item_000204,Fisher-Price Action Figures Model-0204,toys,Action Figures,127.18,3.2,1212,LEGO,True
item_000205,Levis Dresses Model-0205,clothing,Jackets,258.57,2.8,1,H&M,True
item_000206,Swarovski Necklaces Model-0206,jewelry,Bracelets,1634.66,3.9,3,Zales,False
item_000207,Zara Dresses Model-0207,clothing,T-Shirts,204.33,3.8,966,Levis,True
item_000208,Organic Valley Organic Model-0208,food,Snacks,76.93,3.2,1640,Kelloggs,True
item_000209,Cuisinart Furniture Model-0209,home_garden,Kitchen,281.4,4.4,0,Philips,True
item_000210,LEGO Action Figures Model-0210,toys,Board Games,52.24,2.9,0,Mattel,True
item_000211,Penguin Non-Fiction Model-0211,books,Fiction,48.69,3.3,0,Random House,True
item_000212,Cuisinart Kitchen Model-0212,home_garden,Furniture,50.42,3.9,16,Cuisinart,True
item_000213,Dyson Lighting Model-0213,home_garden,Lighting,363.45,3.0,876,Philips,False
item_000214,Cuisinart Bedding Model-0214,home_garden,Garden,357.0,3.6,655,Philips,True
item_000215,Bosch Headphones Model-0215,electronics,TVs,771.38,3.3,0,Sony,True
item_000216,Estee Lauder Haircare Model-0216,beauty,Skincare,42.64,4.0,227,Maybelline,True
item_000217,Nike Gym Model-0217,sports,Gym,471.01,2.9,1471,Under Armour,True
item_000218,LOreal Makeup Model-0218,beauty,Haircare,68.13,2.4,610,Estee Lauder,True
item_000219,Penguin Tech Model-0219,books,Science,59.89,3.0,2815,Penguin,True
item_000220,Cuisinart Kitchen Model-0220,home_garden,Kitchen,290.63,4.4,31,Philips,True
item_000221,LEGO Board Games Model-0221,toys,Board Games,112.3,4.4,275,Hasbro,True
item_000222,LEGO Board Games Model-0222,toys,Action Figures,19.06,3.2,87,Hasbro,True
item_000223,Cuisinart Bedding Model-0223,home_garden,Lighting,57.48,3.8,0,Dyson,True
item_000224,Adidas Dresses Model-0224,clothing,Jeans,224.61,3.8,3,Adidas,True
item_000225,Nike T-Shirts Model-0225,clothing,Jackets,179.89,2.8,2898,Levis,True
item_000226,Bosch Cameras Model-0226,electronics,Headphones,1161.46,3.4,40,Samsung,True
item_000227,Pandora Necklaces Model-0227,jewelry,Rings,3158.77,3.7,762,Zales,True
item_000228,Samsung Smartphones Model-0228,electronics,Headphones,348.84,2.3,718,Bosch,True
item_000229,Bosch Car Care Model-0229,automotive,Accessories,102.13,3.9,18,Michelin,False
item_000230,Castrol Tools Model-0230,automotive,Tools,354.41,5.0,0,Michelin,True
item_000231,Bosch Accessories Model-0231,automotive,Electronics,199.53,4.1,2632,Castrol,True
item_000232,Kelloggs Supplements Model-0232,food,Snacks,15.91,4.0,511,Kelloggs,True
item_000233,Adidas Gym Model-0233,sports,Swimming,468.16,4.3,2799,Puma,True
item_000234,Nike Yoga Model-0234,sports,Gym,346.33,4.1,8,Puma,True
item_000235,Random House Fiction Model-0235,books,History,54.9,4.4,13,HarperCollins,False
item_000236,Random House Science Model-0236,books,Tech,37.06,2.5,19,Penguin,True
item_000237,Kelloggs Beverages Model-0237,food,Supplements,16.84,3.5,1283,Organic Valley,True
item_000238,Zara Jackets Model-0238,clothing,Shoes,113.55,3.1,2792,Levis,True
item_000239,Bosch Accessories Model-0239,automotive,Car Care,314.29,2.5,4704,Michelin,True
item_000240,Under Armour Swimming Model-0240,sports,Swimming,128.42,3.7,2220,Puma,True
item_000241,Dyson Bedding Model-0241,home_garden,Kitchen,186.0,4.4,39,Philips,True
item_000242,Bosch Smartphones Model-0242,electronics,Smartphones,1846.82,3.4,259,Apple,False
item_000243,Zales Bracelets Model-0243,jewelry,Rings,4762.57,4.0,63,Tiffany,True
item_000244,Fisher-Price Puzzles Model-0244,toys,Puzzles,140.68,4.7,0,LEGO,True
item_000245,Tiffany Bracelets Model-0245,jewelry,Rings,264.7,3.6,0,Pandora,True
item_000246,Zara T-Shirts Model-0246,clothing,Jeans,58.36,4.5,1351,Adidas,True
item_000247,Estee Lauder Fragrance Model-0247,beauty,Skincare,78.52,4.5,1343,Maybelline,True
item_000248,LOreal Makeup Model-0248,beauty,Haircare,9.46,4.0,131,Estee Lauder,True
item_000249,Cuisinart Furniture Model-0249,home_garden,Garden,434.25,3.0,444,Philips,True
item_000250,LEGO Action Figures Model-0250,toys,Dolls,48.36,2.4,1742,Fisher-Price,True
item_000251,Kelloggs Beverages Model-0251,food,Supplements,52.81,3.3,83,Kelloggs,True
item_000252,Sony Headphones Model-0252,electronics,Headphones,1334.36,3.5,28,Samsung,True
item_000253,Samsung Cameras Model-0253,electronics,TVs,1934.0,3.6,146,Sony,True
item_000254,Puma Cycling Model-0254,sports,Swimming,115.37,4.2,0,Under Armour,False
item_000255,Zales Rings Model-0255,jewelry,Earrings,1703.06,3.3,118,Pandora,True
item_000256,Dyson Kitchen Model-0256,home_garden,Garden,693.43,4.2,1304,Dyson,True
item_000257,Organic Valley Beverages Model-0257,food,Supplements,56.57,5.0,4344,Organic Valley,False
item_000258,IKEA Lighting Model-0258,home_garden,Lighting,294.6,3.7,0,Philips,True
item_000259,HarperCollins Fiction Model-0259,books,Fiction,11.73,3.9,120,Random House,True
item_000260,LOreal Fragrance Model-0260,beauty,Makeup,181.05,4.9,14,LOreal,True
item_000261,LG Headphones Model-0261,electronics,TVs,965.89,4.3,108,Bosch,True
item_000262,Puma Gym Model-0262,sports,Running,192.17,3.3,639,Under Armour,True
item_000263,Nike Jackets Model-0263,clothing,Shoes,123.84,5.0,2954,Levis,True
item_000264,HarperCollins Non-Fiction Model-0264,books,Science,7.54,3.9,2106,Random House,True
item_000265,Puma Cycling Model-0265,sports,Swimming,62.96,3.4,40,Nike,True
item_000266,HarperCollins Fiction Model-0266,books,Science,57.49,2.7,713,Random House,True
item_000267,IKEA Lighting Model-0267,home_garden,Garden,427.68,3.3,39,Dyson,True
item_000268,Philips Kitchen Model-0268,home_garden,Lighting,221.57,3.9,611,Dyson,True
item_000269,Levis Jackets Model-0269,clothing,Shoes,194.67,3.1,0,Adidas,True
item_000270,Puma Gym Model-0270,sports,Cycling,149.92,3.2,116,Puma,True
item_000271,Nestle Supplements Model-0271,food,Organic,75.33,4.7,1,Organic Valley,True
item_000272,IKEA Lighting Model-0272,home_garden,Lighting,35.3,3.9,553,IKEA,True
item_000273,Cuisinart Bedding Model-0273,home_garden,Lighting,95.96,2.8,2745,Dyson,True
item_000274,Maybelline Haircare Model-0274,beauty,Makeup,167.0,4.3,993,Maybelline,True
item_000275,Zales Bracelets Model-0275,jewelry,Rings,1370.07,5.0,3887,Pandora,True
item_000276,Estee Lauder Fragrance Model-0276,beauty,Skincare,47.23,2.4,3952,Maybelline,True
item_000277,Philips Lighting Model-0277,home_garden,Furniture,327.81,3.9,374,Dyson,True
item_000278,Kelloggs Organic Model-0278,food,Organic,75.51,3.8,18,Organic Valley,False
item_000279,Nike Running Model-0279,sports,Swimming,83.48,5.0,2,Nike,False
item_000280,Zales Earrings Model-0280,jewelry,Bracelets,2048.87,4.5,22,Pandora,True
item_000281,Zales Bracelets Model-0281,jewelry,Bracelets,3441.99,3.8,751,Swarovski,True
item_000282,Swarovski Bracelets Model-0282,jewelry,Necklaces,1955.29,4.4,1392,Pandora,True
item_000283,Organic Valley Snacks Model-0283,food,Supplements,59.41,2.5,342,Organic Valley,False
item_000284,Penguin History Model-0284,books,Tech,33.14,3.8,1246,Penguin,False
item_000285,IKEA Furniture Model-0285,home_garden,Furniture,725.53,3.3,86,Dyson,True
item_000286,HarperCollins Fiction Model-0286,books,Tech,45.88,3.9,119,Penguin,True
item_000287,Random House History Model-0287,books,Science,47.65,2.4,3059,HarperCollins,True
item_000288,Under Armour Cycling Model-0288,sports,Gym,366.41,4.2,270,Adidas,True
item_000289,LOreal Haircare Model-0289,beauty,Haircare,131.49,4.1,100,Maybelline,True
item_000290,Michelin Car Care Model-0290,automotive,Accessories,235.47,4.5,221,Michelin,True
item_000291,Penguin Fiction Model-0291,books,Non-Fiction,34.32,3.5,0,Random House,True
item_000292,Philips Kitchen Model-0292,home_garden,Bedding,694.49,4.3,99,IKEA,False
item_000293,Random House Science Model-0293,books,Non-Fiction,42.19,5.0,314,Random House,True
item_000294,Adidas Shoes Model-0294,clothing,Jeans,201.4,3.6,640,Levis,True
item_000295,Michelin Car Care Model-0295,automotive,Electronics,246.7,2.9,501,Castrol,True
item_000296,Philips Kitchen Model-0296,home_garden,Bedding,262.15,4.2,3534,IKEA,True
item_000297,Penguin History Model-0297,books,Non-Fiction,9.72,3.5,1154,HarperCollins,True
item_000298,Bosch Accessories Model-0298,automotive,Electronics,12.14,3.1,0,3M,True
item_000299,Organic Valley Snacks Model-0299,food,Beverages,15.16,3.2,201,Organic Valley,True
item_000300,Cuisinart Lighting Model-0300,home_garden,Furniture,61.76,2.8,160,Philips,True
item_000301,Mattel Board Games Model-0301,toys,Board Games,87.57,3.1,1022,Mattel,True
item_000302,LG Headphones Model-0302,electronics,Laptops,391.76,4.0,12,Sony,True
item_000303,3M Tools Model-0303,automotive,Accessories,114.27,4.1,422,Bosch,True
item_000304,LEGO Action Figures Model-0304,toys,Puzzles,53.12,3.3,2939,Fisher-Price,True
item_000305,Levis Jeans Model-0305,clothing,Shoes,83.85,5.0,755,H&M,True
