user_id,user_click_count_7d,user_purchase_count_30d,user_total_spend_30d,user_avg_engagement_score,user_favorite_category,event_timestamp,created_timestamp
user_000033,0.0,4.0,3018.99,0.45932203389830506,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000034,1.0,0.0,0.0,0.45079365079365075,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000035,1.0,4.0,482.82,0.5407407407407407,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000036,4.0,4.0,881.74,0.43461538461538457,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000037,1.0,4.0,422.0,0.5520833333333334,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000038,3.0,1.0,261.46,0.4403846153846154,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000039,1.0,0.0,0.0,0.38867924528301884,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000040,4.0,1.0,1176.05,0.35319148936170214,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000041,2.0,2.0,160.34,0.4473684210526316,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000042,0.0,1.0,18.45,0.4631578947368421,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000043,0.0,1.0,290.57,0.5078431372549019,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000044,1.0,1.0,169.79,0.48510638297872344,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000045,1.0,1.0,320.09,0.4325,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000046,2.0,1.0,38.57,0.45208333333333334,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000047,2.0,0.0,0.0,0.40535714285714286,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000048,0.0,2.0,96.27000000000001,0.4826923076923077,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000049,1.0,3.0,6691.299999999999,0.496,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000050,3.0,1.0,50.18,0.4288461538461539,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000051,1.0,1.0,18.48,0.43529411764705883,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000052,0.0,1.0,766.28,0.42790697674418604,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000053,0.0,1.0,103.6,0.4019607843137255,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000054,0.0,0.0,0.0,0.3875,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000055,2.0,1.0,161.95,0.475,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000056,2.0,2.0,148.64000000000001,0.4681818181818182,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000057,0.0,1.0,1085.44,0.4925,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000058,1.0,3.0,1067.84,0.4727272727272727,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000059,0.0,4.0,1608.29,0.4530612244897959,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000060,1.0,2.0,1739.11,0.5113636363636364,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000061,4.0,2.0,2389.56,0.4076923076923077,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000062,0.0,1.0,1741.05,0.46511627906976744,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000063,0.0,2.0,1513.02,0.45348837209302323,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000064,2.0,2.0,155.81,0.44528301886792454,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000065,2.0,2.0,119.94,0.4672727272727273,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000066,0.0,0.0,0.0,0.42888888888888893,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000067,0.0,1.0,190.48,0.45121951219512196,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000068,2.0,1.0,15.63,0.4642857142857143,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000069,0.0,1.0,468.47,0.48,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000070,1.0,0.0,0.0,0.4263157894736842,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000071,4.0,2.0,98.1,0.4292307692307692,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000072,1.0,2.0,2673.1299999999997,0.4140625,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000073,1.0,2.0,353.76,0.4809523809523809,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000074,0.0,6.0,2930.9900000000002,0.4826923076923077,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000075,0.0,3.0,3690.31,0.38163265306122446,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000076,1.0,2.0,552.28,0.4140350877192982,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000077,0.0,1.0,378.51,0.4127272727272727,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000078,2.0,0.0,0.0,0.369811320754717,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000079,0.0,4.0,279.23,0.4476923076923077,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000080,2.0,2.0,161.88,0.45555555555555555,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000081,2.0,1.0,17.84,0.4254545454545454,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000082,2.0,1.0,180.99,0.4568627450980392,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000083,2.0,1.0,3.3,0.5271186440677966,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000084,1.0,3.0,153.37,0.45918367346938777,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000085,0.0,2.0,348.56,0.45,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000086,4.0,2.0,3150.9300000000003,0.4338983050847458,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000087,3.0,0.0,0.0,0.39285714285714285,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000088,2.0,2.0,1603.23,0.4358974358974359,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000089,1.0,1.0,108.04,0.4604651162790698,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000090,3.0,1.0,53.39,0.37037037037037035,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000091,2.0,2.0,131.35,0.44035087719298244,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000092,2.0,2.0,2671.91,0.448780487804878,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000093,0.0,1.0,20.87,0.3721311475409836,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000094,1.0,0.0,0.0,0.43260869565217386,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000095,1.0,1.0,97.76,0.47234042553191485,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000096,1.0,2.0,321.97,0.43260869565217386,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000097,2.0,2.0,391.97,0.42173913043478256,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000098,0.0,3.0,9431.64,0.41551724137931034,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000099,2.0,0.0,0.0,0.49302325581395345,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000100,0.0,2.0,7433.2699999999995,0.5209302325581395,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000101,0.0,1.0,15.43,0.41304347826086957,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000102,0.0,1.0,339.43,0.42888888888888893,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000103,0.0,3.0,105.7,0.4549019607843137,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000104,1.0,3.0,795.8,0.43111111111111106,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000105,1.0,2.0,53.9,0.41041666666666665,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000106,0.0,0.0,0.0,0.46415094339622637,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000107,1.0,3.0,162.32999999999998,0.5282051282051281,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000108,0.0,4.0,178.59,0.4981481481481481,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000109,1.0,1.0,189.3,0.4605263157894737,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000110,2.0,0.0,0.0,0.4189655172413793,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000111,0.0,3.0,1239.98,0.42040816326530606,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000112,1.0,2.0,1828.06,0.3893617021276596,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000113,0.0,1.0,46.01,0.4619047619047619,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000114,1.0,2.0,362.86,0.43833333333333335,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000115,2.0,1.0,142.51,0.45555555555555555,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000116,1.0,4.0,1785.03,0.4897959183673469,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000117,2.0,0.0,0.0,0.375,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000118,2.0,1.0,33.54,0.3978723404255319,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000119,2.0,2.0,2146.76,0.44999999999999996,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000120,2.0,2.0,700.89,0.4132075471698113,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000121,3.0,0.0,0.0,0.40344827586206894,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000122,1.0,1.0,283.59,0.4783783783783784,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000123,0.0,1.0,296.42,0.37073170731707317,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000124,2.0,2.0,753.07,0.4979166666666666,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000125,2.0,0.0,0.0,0.43,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000126,0.0,2.0,1099.04,0.4452830188679245,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000127,2.0,1.0,368.54,0.41555555555555557,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000128,4.0,3.0,123.34,0.43906249999999997,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000129,1.0,0.0,0.0,0.4574468085106383,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000130,2.0,1.0,532.11,0.42051282051282046,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000131,0.0,1.0,393.71,0.4215686274509804,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000132,2.0,0.0,0.0,0.5153846153846154,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000133,1.0,2.0,988.86,0.475,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000134,1.0,2.0,667.3100000000001,0.3958333333333333,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000135,1.0,1.0,49.29,0.41063829787234046,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000136,1.0,2.0,67.29,0.48823529411764705,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000137,6.0,1.0,15.68,0.44107142857142856,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000138,0.0,4.0,220.59,0.44999999999999996,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000139,0.0,0.0,0.0,0.5403846153846155,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000140,1.0,1.0,2999.6,0.3622222222222222,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000141,0.0,0.0,0.0,0.39499999999999996,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000142,2.0,0.0,0.0,0.44390243902439025,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000143,1.0,7.0,3720.73,0.5898305084745762,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000144,0.0,1.0,975.73,0.5246153846153846,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000145,0.0,0.0,0.0,0.43636363636363634,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000146,0.0,3.0,142.78,0.4517857142857143,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000147,1.0,2.0,238.82,0.42857142857142855,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000148,1.0,2.0,1044.82,0.4103448275862069,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000149,5.0,2.0,1376.8600000000001,0.46481481481481485,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000150,1.0,1.0,8.19,0.4853658536585366,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000151,1.0,5.0,1096.78,0.5365384615384615,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000152,0.0,4.0,7216.96,0.4555555555555555,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000153,1.0,2.0,65.0,0.5499999999999999,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000154,1.0,0.0,0.0,0.43050847457627117,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000155,2.0,3.0,2988.8599999999997,0.4614035087719298,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000156,1.0,0.0,0.0,0.41774193548387095,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000157,2.0,1.0,669.39,0.43799999999999994,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000158,0.0,5.0,2173.67,0.42909090909090913,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000159,1.0,0.0,0.0,0.41707317073170724,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000160,2.0,2.0,350.4,0.415,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000161,1.0,1.0,53.43,0.4547169811320755,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000162,1.0,0.0,0.0,0.4261904761904762,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000163,1.0,1.0,129.27,0.3619047619047619,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000164,1.0,0.0,0.0,0.4415094339622641,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000165,1.0,1.0,72.03,0.4254545454545454,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000166,0.0,2.0,308.46,0.4755555555555555,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000167,2.0,2.0,354.53,0.4595744680851063,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000168,1.0,2.0,176.5,0.48636363636363633,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000169,0.0,2.0,315.95000000000005,0.4583333333333333,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000170,1.0,2.0,154.13,0.53,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000171,0.0,0.0,0.0,0.41521739130434776,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000172,0.0,5.0,159.95,0.5196078431372549,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000173,2.0,3.0,4044.45,0.4380952380952381,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000174,1.0,2.0,525.5500000000001,0.4333333333333333,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000175,3.0,3.0,457.84000000000003,0.41594202898550725,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000176,0.0,0.0,0.0,0.4763636363636364,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000177,1.0,0.0,0.0,0.39999999999999997,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000178,2.0,0.0,0.0,0.3983606557377049,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000179,1.0,3.0,6594.97,0.4949152542372881,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000180,2.0,1.0,340.08,0.5113207547169811,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000181,2.0,1.0,49.4,0.4904761904761905,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000182,0.0,2.0,289.19,0.425,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000183,4.0,3.0,87.4,0.4766666666666666,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000184,1.0,2.0,627.17,0.5130434782608695,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000185,3.0,3.0,393.78,0.47058823529411764,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000186,1.0,2.0,862.1,0.4525,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000187,2.0,0.0,0.0,0.43863636363636366,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000188,0.0,1.0,57.78,0.4414634146341464,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000189,3.0,1.0,392.2,0.44285714285714284,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000190,3.0,3.0,8673.16,0.488135593220339,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000191,1.0,2.0,258.48,0.43333333333333335,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000192,0.0,2.0,292.19,0.4653061224489796,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000193,0.0,1.0,75.36,0.41956521739130437,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000194,1.0,2.0,3660.5,0.4604651162790698,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000195,0.0,2.0,484.06,0.43260869565217386,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000196,1.0,5.0,134.01999999999998,0.46,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000197,2.0,2.0,40.230000000000004,0.4490196078431372,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000198,0.0,0.0,0.0,0.4414634146341464,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000199,1.0,1.0,92.79,0.428,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000200,0.0,2.0,128.47,0.4339622641509434,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000201,1.0,1.0,1391.82,0.4019607843137255,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000202,0.0,3.0,878.41,0.5163265306122449,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000203,2.0,2.0,205.32,0.5630434782608695,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000204,0.0,4.0,350.22,0.5,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000205,0.0,3.0,244.46,0.494,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000206,1.0,5.0,658.1,0.5263157894736842,sports,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000207,1.0,2.0,377.07,0.50625,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000208,1.0,6.0,1354.09,0.534375,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000209,2.0,1.0,49.45,0.4479166666666667,clothing,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000210,0.0,0.0,0.0,0.39777777777777773,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000211,2.0,2.0,101.09,0.4262295081967213,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000212,0.0,1.0,179.61,0.5,automotive,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000213,1.0,3.0,1713.3600000000001,0.47719298245614034,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000214,1.0,1.0,1496.06,0.4666666666666667,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000215,0.0,1.0,4235.01,0.4739130434782609,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000216,0.0,2.0,207.53,0.448936170212766,home_garden,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000217,0.0,3.0,82.67,0.47058823529411764,food,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000218,1.0,3.0,2949.44,0.55,books,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000219,2.0,2.0,184.51000000000002,0.4396551724137931,beauty,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000220,0.0,0.0,0.0,0.46041666666666664,electronics,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000221,2.0,4.0,1010.5999999999999,0.5372093023255814,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000222,1.0,2.0,4015.17,0.4446428571428571,jewelry,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
user_000223,1.0,2.0,125.74000000000001,0.4538461538461538,toys,2026-05-24 20:49:02.254366,2026-08-23 21:02:21.488540
