user_id,age,gender,country,preferred_categories,account_age_days,is_premium
user_000063,20,M,UK,"toys,electronics,home_garden",1361,False
user_000064,44,F,JP,"beauty,clothing,sports",669,False
user_000065,51,M,JP,"automotive,books",1388,False
user_000066,34,F,JP,jewelry,1123,False
user_000067,47,M,MX,"sports,home_garden",1243,False
user_000068,39,F,IN,"food,jewelry",970,False
user_000069,27,F,MX,"books,clothing,sports",687,True
user_000070,39,M,FR,sports,302,True
user_000071,53,F,UK,food,933,False
user_000072,34,F,FR,"jewelry,home_garden,toys",303,False
user_000073,53,F,FR,clothing,361,False
user_000074,18,F,UK,"automotive,food,electronics",935,True
user_000075,44,F,BR,"automotive,jewelry",1255,False
user_000076,36,F,BR,"toys,automotive,food",922,False
user_000077,31,F,IN,sports,993,False
user_000078,36,F,FR,"food,clothing",557,False
user_000079,18,M,DE,"clothing,books,automotive",1447,False
user_000080,32,F,JP,"toys,beauty",128,False
user_000081,39,F,MX,"toys,electronics",780,False
user_000082,52,F,JP,"sports,toys",1103,False
user_000083,28,M,JP,"jewelry,home_garden,food",995,True
user_000084,25,F,DE,"toys,books",1275,False
user_000085,28,M,JP,"jewelry,electronics",278,False
user_000086,45,M,AU,electronics,434,False
user_000087,38,F,JP,"toys,sports",517,False
user_000088,28,M,AU,"electronics,automotive",460,False
user_000089,41,M,US,"electronics,jewelry,home_garden",1273,False
user_000090,36,F,MX,food,447,False
user_000091,46,F,UK,"beauty,books",1593,False
user_000092,26,F,MX,"clothing,electronics",1388,False
user_000093,31,M,FR,"toys,home_garden",209,False
user_000094,30,F,MX,"jewelry,clothing",1603,True
user_000095,18,F,AU,"toys,beauty,clothing",26,False
user_000096,38,Other,BR,"clothing,toys",1449,False
user_000097,38,Other,CA,automotive,1262,False
user_000098,35,F,MX,"food,jewelry,toys",550,False
user_000099,32,M,BR,clothing,500,False
user_000100,18,M,AU,"jewelry,toys,beauty",373,False
user_000101,29,M,MX,"sports,beauty",1437,False
user_000102,30,M,JP,"electronics,automotive,home_garden",1001,False
user_000103,25,F,BR,food,918,False
user_000104,33,M,FR,sports,628,False
user_000105,39,F,JP,"food,automotive",1528,False
user_000106,57,M,FR,"food,sports",248,False
user_000107,37,F,DE,"clothing,automotive",393,False
user_000108,38,F,UK,"sports,automotive",1706,False
user_000109,34,M,US,beauty,1451,False
user_000110,18,F,DE,"electronics,jewelry",1307,False
user_000111,34,F,BR,"clothing,electronics",981,False
user_000112,35,M,BR,electronics,234,False
user_000113,64,F,US,"food,clothing",311,True
user_000114,32,M,JP,"sports,clothing,home_garden",1242,False
user_000115,38,M,BR,"home_garden,automotive,toys",609,False
user_000116,34,F,UK,"sports,electronics",1563,False
user_000117,20,F,DE,sports,492,False
user_000118,48,M,BR,books,1412,False
user_000119,44,M,CA,"electronics,home_garden",1440,False
user_000120,44,F,MX,home_garden,1355,False
user_000121,24,M,FR,toys,1327,True
user_000122,51,M,CA,"books,clothing",1219,False
user_000123,18,M,CA,"sports,food,clothing",1434,False
user_000124,42,F,UK,"automotive,jewelry",1225,True
user_000125,61,M,FR,"beauty,sports",1381,False
user_000126,23,F,DE,"jewelry,electronics,sports",964,False
user_000127,28,Other,JP,"sports,books",1301,False
user_000128,36,M,AU,food,658,False
user_000129,28,M,BR,beauty,591,False
user_000130,18,M,AU,"automotive,electronics",517,False
user_000131,35,F,IN,"automotive,electronics",947,False
user_000132,22,M,BR,automotive,1281,False
user_000133,40,M,DE,home_garden,590,False
user_000134,23,Other,MX,"food,clothing,electronics",1637,False
user_000135,53,F,IN,sports,836,True
user_000136,25,F,DE,food,1021,False
user_000137,31,M,BR,"automotive,sports",968,False
user_000138,44,F,IN,"books,toys,home_garden",1529,False
user_000139,20,F,JP,sports,697,False
user_000140,37,F,MX,"sports,electronics,jewelry",1188,False
user_000141,50,F,AU,"books,food",681,False
user_000142,18,F,FR,"toys,food,beauty",1172,False
user_000143,37,F,JP,"electronics,beauty",791,False
user_000144,38,M,MX,"books,food,electronics",680,False
user_000145,44,F,US,"clothing,automotive",1480,True
user_000146,20,F,CA,"books,clothing,food",694,False
user_000147,19,F,IN,"clothing,beauty",779,False
user_000148,41,F,FR,"food,automotive,electronics",1293,False
user_000149,38,M,UK,"home_garden,clothing",1558,False
user_000150,38,M,CA,food,60,True
user_000151,39,M,JP,sports,299,False
user_000152,26,M,UK,"jewelry,books",1249,False
user_000153,37,M,CA,"home_garden,food,books",942,False
user_000154,38,F,IN,food,324,True
user_000155,26,F,JP,"jewelry,sports",1414,False
user_000156,57,F,UK,"home_garden,toys",486,False
user_000157,40,Other,CA,"jewelry,sports",45,False
user_000158,20,F,US,"toys,sports,electronics",1242,False
user_000159,42,M,FR,"home_garden,beauty",1272,False
user_000160,23,M,BR,"books,clothing,electronics",69,False
user_000161,44,M,JP,"books,clothing,sports",360,False
user_000162,48,F,CA,"beauty,automotive,sports",1689,False
user_000163,25,M,UK,"beauty,clothing",289,False
user_000164,46,Other,IN,toys,750,True
user_000165,39,F,BR,"electronics,sports",755,False
user_000166,44,M,FR,"sports,toys,beauty",966,True
user_000167,57,F,BR,"beauty,home_garden,clothing",1436,False
user_000168,32,M,US,"clothing,books",624,False
user_000169,25,M,IN,clothing,278,False
user_000170,24,F,DE,"automotive,toys",1814,False
user_000171,25,F,CA,food,68,False
user_000172,34,M,FR,food,1752,False
user_000173,39,M,CA,"beauty,automotive,jewelry",389,False
user_000174,38,F,MX,"clothing,home_garden",44,True
user_000175,44,F,FR,"home_garden,books",141,False
user_000176,35,M,DE,"home_garden,jewelry,automotive",1616,False
user_000177,52,F,DE,sports,267,False
user_000178,31,F,US,clothing,270,True
user_000179,67,M,DE,jewelry,544,True
user_000180,42,F,BR,"toys,automotive,clothing",919,False
user_000181,24,F,MX,"jewelry,clothing,food",89,False
user_000182,22,F,US,"automotive,sports,food",125,False
user_000183,40,F,BR,"toys,clothing",151,False
user_000184,32,M,CA,"jewelry,books",1279,False
user_000185,43,M,MX,"beauty,toys,sports",882,True
user_000186,40,M,FR,"clothing,automotive,home_garden",848,False
user_000187,34,F,AU,"toys,jewelry",875,False
user_000188,24,F,BR,"beauty,books",138,True
user_000189,18,M,AU,clothing,1663,True
user_000190,29,F,IN,jewelry,676,False
user_000191,45,F,US,"beauty,toys",590,False
user_000192,37,M,BR,"clothing,automotive",460,False
user_000193,20,M,CA,"automotive,beauty",1176,False
user_000194,37,M,CA,"automotive,jewelry",60,False
user_000195,39,M,DE,"sports,beauty,automotive",1160,False
user_000196,24,F,US,books,188,False
user_000197,36,M,AU,toys,323,False
user_000198,35,M,MX,"beauty,clothing,electronics",102,False
user_000199,21,F,BR,"food,toys",849,False
user_000200,39,M,MX,"clothing,beauty,toys",997,False
user_000201,41,M,MX,"electronics,home_garden",113,True
user_000202,47,F,CA,"home_garden,books",672,True
user_000203,47,M,IN,"toys,books",1442,False
user_000204,18,F,US,"beauty,clothing,toys",894,True
user_000205,23,F,MX,beauty,829,False
user_000206,41,M,AU,"sports,clothing",352,False
user_000207,41,M,UK,"food,beauty,clothing",499,False
user_000208,41,M,CA,"automotive,clothing",1528,False
user_000209,80,F,UK,"books,clothing",1087,False
user_000210,41,M,DE,"beauty,books",525,False
user_000211,48,F,BR,"books,clothing,jewelry",951,False
user_000212,46,M,UK,"food,beauty,automotive",961,False
user_000213,42,M,UK,"sports,electronics",636,False
user_000214,31,M,CA,electronics,158,False
user_000215,44,F,JP,jewelry,948,False
user_000216,25,M,BR,"electronics,food,home_garden",1027,False
user_000217,32,M,AU,food,1463,True
user_000218,29,F,BR,"books,electronics,home_garden",1074,False
user_000219,35,M,CA,beauty,794,False
user_000220,62,F,AU,"jewelry,electronics",135,False
user_000221,18,F,MX,"toys,sports,automotive",1789,False
user_000222,43,F,AU,jewelry,636,False
user_000223,18,M,JP,"toys,books,clothing",1318,False
user_000224,29,M,JP,automotive,1042,False
user_000225,48,F,AU,"sports,books",1570,False
user_000226,35,M,CA,books,1730,False
user_000227,22,F,MX,"automotive,jewelry,electronics",269,False
user_000228,26,M,MX,books,1657,False
user_000229,43,M,FR,"food,electronics,toys",910,False
user_000230,26,M,BR,"food,home_garden,automotive",1711,False
user_000231,37,F,JP,"jewelry,food,automotive",1030,False
user_000232,35,F,DE,home_garden,1788,False
user_000233,27,F,IN,"food,beauty,clothing",1744,True
user_000234,60,M,IN,books,302,False
user_000235,42,F,AU,home_garden,55,False
user_000236,18,M,UK,"automotive,beauty",768,False
user_000237,37,F,DE,"clothing,beauty",79,False
user_000238,27,M,US,"books,food",163,True
user_000239,45,F,MX,books,1081,False
user_000240,25,M,FR,"home_garden,sports",860,False
user_000241,33,F,BR,"food,clothing,automotive",1223,False
user_000242,41,M,US,"automotive,home_garden,books",1260,False
user_000243,45,F,AU,"toys,books,clothing",139,False
user_000244,20,M,BR,"automotive,jewelry,electronics",90,False
user_000245,30,M,UK,"sports,electronics",707,False
user_000246,29,M,IN,"clothing,beauty,books",694,False
user_000247,27,Other,BR,food,1294,False
user_000248,56,F,BR,clothing,76,False
user_000249,39,F,AU,home_garden,636,False
user_000250,19,F,FR,"food,sports,electronics",586,False
user_000251,46,M,AU,beauty,895,False
user_000252,60,Other,BR,"food,toys,beauty",1418,False
user_000253,47,M,MX,"sports,clothing,toys",1685,False
user_000254,18,M,CA,"beauty,clothing",628,False
user_000255,29,M,US,"toys,books,food",1489,False
user_000256,50,M,US,"jewelry,toys",154,False
user_000257,26,F,DE,"beauty,automotive",64,True
user_000258,40,M,AU,"food,electronics,books",742,False
user_000259,44,F,AU,"electronics,books,food",910,False
user_000260,23,M,CA,"books,automotive,beauty",512,False
user_000261,34,F,JP,books,1151,True
user_000262,18,Other,CA,"food,home_garden",1422,False
user_000263,22,M,UK,"home_garden,clothing",926,False
user_000264,31,F,UK,"food,clothing,beauty",1127,False
user_000265,20,F,IN,"books,jewelry",460,True
user_000266,54,M,BR,books,54,False
user_000267,18,F,UK,"beauty,food,books",135,False
user_000268,29,F,MX,"food,automotive,toys",152,True
user_000269,36,M,IN,"clothing,food",706,True
user_000270,52,M,US,"jewelry,books,automotive",1703,True
user_000271,18,M,AU,sports,1453,False
user_000272,48,M,IN,"sports,clothing,jewelry",563,True
user_000273,35,M,DE,"jewelry,automotive",1213,False
user_000274,23,F,MX,books,692,False
user_000275,40,M,MX,"electronics,jewelry,clothing",543,False
user_000276,37,F,IN,"toys,electronics,food",594,False
user_000277,27,F,JP,"food,home_garden",610,False
user_000278,35,M,BR,"electronics,books,food",418,False
user_000279,30,F,AU,beauty,1504,False
user_000280,36,F,IN,"toys,books",1151,True
user_000281,42,M,BR,food,508,True
user_000282,54,F,MX,sports,857,False
user_000283,20,F,AU,beauty,389,False
user_000284,60,F,CA,"automotive,food",1019,True
user_000285,18,Other,FR,"automotive,food",1195,False
user_000286,33,F,BR,sports,586,False
user_000287,42,M,CA,toys,1490,False
user_000288,38,M,MX,"beauty,electronics",1151,False
user_000289,27,F,IN,"sports,clothing,toys",573,False
user_000290,32,Other,JP,"jewelry,clothing,books",765,False
user_000291,29,F,FR,"automotive,beauty",1234,False
user_000292,27,M,AU,"electronics,jewelry,automotive",1647,False
user_000293,45,M,MX,"books,automotive",653,False
user_000294,39,F,CA,"sports,beauty,food",973,False
user_000295,26,Other,MX,"beauty,clothing",631,False
user_000296,45,Other,MX,"electronics,food,sports",1183,False
user_000297,38,F,IN,jewelry,1289,False
user_000298,44,M,UK,"books,home_garden",391,True
user_000299,42,M,FR,"toys,books",841,False
user_000300,25,F,IN,"food,electronics,books",666,False
user_000301,28,M,DE,"automotive,toys",942,False
user_000302,43,F,CA,"automotive,beauty",1250,False
user_000303,42,F,FR,sports,610,False
user_000304,34,M,IN,"home_garden,food,beauty",1629,False
user_000305,36,M,JP,"clothing,automotive",1677,False
user_000306,50,M,UK,sports,710,False
user_000307,27,M,IN,"sports,food,home_garden",556,False
user_000308,41,F,MX,"sports,books,clothing",491,False
user_000309,32,M,JP,"automotive,home_garden,jewelry",677,False
user_000310,32,M,IN,books,324,False
user_000311,48,F,CA,"food,home_garden",658,False
user_000312,44,F,FR,clothing,1096,False
user_000313,44,M,DE,books,75,False
user_000314,50,F,CA,"food,books",1796,True
user_000315,35,F,AU,"jewelry,clothing",583,False
user_000316,43,F,DE,"automotive,jewelry,food",1743,False
user_000317,31,M,BR,"home_garden,clothing",1328,False
user_000318,38,F,CA,electronics,1163,False
user_000319,33,F,JP,books,1694,False
user_000320,36,F,DE,"clothing,toys",288,False
user_000321,42,M,FR,electronics,915,False
user_000322,25,M,AU,"sports,electronics",1419,False
user_000323,60,M,IN,"clothing,food,sports",1819,False
user_000324,22,M,FR,"clothing,sports",449,False
user_000325,20,F,MX,"books,food",766,False
user_000326,48,F,MX,"food,automotive,home_garden",1789,False
user_000327,44,M,MX,"food,automotive,beauty",230,True
user_000328,42,M,IN,"automotive,home_garden,books",905,True
user_000329,42,F,IN,jewelry,913,False
user_000330,34,M,MX,"books,automotive",119,False
user_000331,24,M,US,"sports,electronics,toys",1528,False
user_000332,35,M,UK,electronics,1109,False
user_000333,26,M,JP,food,369,False
user_000334,46,M,JP,"toys,beauty,jewelry",770,True
user_000335,33,M,IN,"automotive,books,beauty",805,False
user_000336,25,Other,BR,"home_garden,electronics,automotive",1380,False
user_000337,31,F,FR,"automotive,toys",944,False
user_000338,39,M,JP,"home_garden,clothing",1260,False
user_000339,28,M,UK,home_garden,1217,True
user_000340,25,M,FR,"electronics,home_garden,jewelry",1106,False
user_000341,37,F,CA,books,480,False
user_000342,37,M,DE,"jewelry,beauty,automotive",1353,False
user_000343,28,M,MX,"sports,jewelry",1802,False
user_000344,29,F,US,toys,706,False
user_000345,37,F,JP,"toys,automotive,beauty",306,False
user_000346,18,M,FR,automotive,616,False
user_000347,18,F,IN,food,846,False
user_000348,26,M,FR,"automotive,books,toys",677,False
user_000349,32,F,FR,"beauty,clothing",106,False
user_000350,38,M,MX,"jewelry,electronics,clothing",1484,False
user_000351,52,M,AU,food,621,False
user_000352,45,F,UK,home_garden,1530,False
user_000353,33,M,FR,"home_garden,jewelry",1131,False
user_000354,34,F,AU,"toys,food",632,False
user_000355,22,F,BR,"food,jewelry,clothing",1560,False
user_000356,34,M,US,beauty,1153,False
user_000357,31,F,MX,"books,electronics,sports",1187,False
user_000358,38,M,JP,"books,home_garden",1167,False
user_000359,25,M,BR,"automotive,beauty",1482,False
user_000360,41,F,AU,"food,books",347,True
user_000361,53,F,UK,"food,books,electronics",1676,False
user_000362,33,M,FR,toys,140,False
user_000363,39,F,AU,home_garden,124,False
user_000364,43,M,IN,"jewelry,food,automotive",1130,False
user_000365,30,F,IN,automotive,588,True
user_000366,37,F,IN,"toys,books,clothing",305,False
user_000367,35,M,JP,"automotive,sports,beauty",162,False
user_000368,36,Other,FR,"food,home_garden",615,False
user_000369,25,M,JP,electronics,773,False
user_000370,35,F,UK,electronics,1024,False
user_000371,40,M,MX,"beauty,clothing,electronics",974,False
user_000372,52,F,MX,sports,1348,True
user_000373,46,F,JP,"electronics,home_garden",158,False
user_000374,60,M,DE,"home_garden,toys,beauty",1619,False
user_000375,25,M,JP,"clothing,automotive,beauty",476,False
user_000376,45,Other,AU,"jewelry,toys",61,False
user_000377,37,M,JP,"food,home_garden",885,False
user_000378,61,F,UK,"toys,clothing,sports",169,False
user_000379,25,M,UK,"books,toys",188,True
user_000380,24,F,UK,"food,beauty",272,True
user_000381,27,F,JP,"food,automotive",212,True
user_000382,18,F,AU,"automotive,clothing",1769,False
user_000383,28,F,IN,"toys,jewelry",498,False
user_000384,25,M,CA,toys,617,False
user_000385,36,M,CA,clothing,863,False
user_000386,39,M,FR,beauty,1477,False
user_000387,57,M,CA,"jewelry,home_garden,food",14,False
user_000388,46,F,AU,"jewelry,toys",902,False
user_000389,28,M,FR,"jewelry,books,sports",982,False
user_000390,24,F,BR,"beauty,sports",1180,False
user_000391,40,F,JP,"toys,sports",748,True
user_000392,19,F,IN,"home_garden,automotive,books",56,False
user_000393,56,F,UK,"home_garden,food",1678,False
user_000394,49,F,FR,"food,books",518,False
user_000395,29,M,MX,"toys,jewelry,clothing",982,False
user_000396,18,F,AU,"automotive,toys,electronics",1437,False
user_000397,51,F,AU,"jewelry,clothing,automotive",341,False
user_000398,33,Other,JP,jewelry,1542,False
user_000399,49,M,FR,"clothing,electronics",1046,False
user_000400,18,M,BR,"jewelry,home_garden,food",1582,False
user_000401,27,Other,BR,"automotive,books,beauty",215,False
user_000402,35,F,DE,clothing,714,False
user_000403,35,F,BR,"home_garden,automotive",200,False
user_000404,29,M,UK,"food,beauty,clothing",47,False
user_000405,42,F,IN,"clothing,books,home_garden",328,False
user_000406,22,F,DE,"food,home_garden",382,False
user_000407,33,F,FR,"toys,electronics",921,False
user_000408,36,M,UK,"electronics,home_garden",1183,True
user_000409,41,M,UK,"books,beauty,automotive",538,False
user_000410,43,F,MX,"automotive,beauty",804,False
user_000411,21,F,CA,"beauty,food",1259,False
user_000412,18,M,UK,"books,beauty,clothing",375,False
user_000413,50,M,MX,automotive,283,False
user_000414,38,F,DE,"books,food",1137,False
user_000415,26,M,BR,"books,jewelry",1269,True
user_000416,53,M,JP,"electronics,food",1151,False
user_000417,36,M,BR,"toys,food",1001,False
user_000418,49,M,FR,"electronics,home_garden,sports",1102,False
user_000419,35,F,UK,"jewelry,food",1173,True
user_000420,59,F,BR,"beauty,automotive,electronics",1119,False
user_000421,56,M,US,"clothing,home_garden",922,False
user_000422,32,F,UK,food,1589,False
user_000423,46,F,MX,jewelry,1296,False
user_000424,42,F,MX,"books,home_garden,automotive",719,False
user_000425,51,Other,CA,"automotive,books,beauty",593,False
user_000426,23,F,CA,"clothing,books,toys",1776,False
user_000427,43,F,FR,"books,home_garden,jewelry",1560,False
user_000428,47,F,CA,"food,books",1286,False
user_000429,18,M,CA,"clothing,jewelry",1423,False
user_000430,20,M,US,"food,jewelry",1780,False
user_000431,18,F,IN,"clothing,food,beauty",815,False
user_000432,31,M,CA,"home_garden,food",692,False
user_000433,43,F,AU,jewelry,1398,False
user_000434,53,F,BR,clothing,34,True
user_000435,35,M,JP,food,415,False
user_000436,54,M,CA,sports,192,False
user_000437,18,F,DE,"clothing,beauty",107,False
user_000438,18,F,UK,"home_garden,toys",3,False
user_000439,34,F,IN,books,1393,False
user_000440,39,F,JP,beauty,1422,True
user_000441,34,M,UK,home_garden,212,False
user_000442,18,F,DE,"books,toys",1314,False
user_000443,33,F,US,clothing,1250,False
user_000444,19,F,DE,"beauty,home_garden",844,False
user_000445,43,F,DE,"home_garden,clothing",1542,True
user_000446,39,M,DE,"toys,beauty,jewelry",508,False
user_000447,23,F,MX,home_garden,1477,False
user_000448,28,F,IN,"electronics,sports,home_garden",387,False
user_000449,22,F,UK,"electronics,home_garden",494,False
user_000450,34,Other,AU,"clothing,automotive,electronics",271,False
user_000451,46,F,UK,"toys,beauty,books",35,False
user_000452,23,M,US,sports,1617,False
user_000453,41,M,JP,"automotive,toys",169,False
user_000454,28,M,UK,"jewelry,books,sports",1048,False
user_000455,25,M,MX,automotive,1300,False
user_000456,33,F,FR,"clothing,sports,toys",119,False
user_000457,22,F,US,"clothing,food",634,False
user_000458,28,F,US,"books,clothing,electronics",336,False
user_000459,20,F,CA,"automotive,jewelry",342,False
user_000460,58,M,JP,"sports,clothing,electronics",558,False
user_000461,35,F,IN,"jewelry,clothing",738,True
user_000462,26,M,UK,"books,beauty,jewelry",1176,False
user_000463,37,F,US,home_garden,91,False
user_000464,33,M,AU,home_garden,785,False
user_000465,32,F,JP,electronics,460,False
user_000466,42,F,MX,"beauty,sports",764,True
user_000467,44,F,US,"electronics,books,home_garden",822,True
user_000468,28,M,IN,"sports,jewelry",936,True
user_000469,28,F,CA,sports,1515,False
user_000470,31,Other,FR,"beauty,food",1501,False
user_000471,18,M,JP,books,49,False
user_000472,18,M,JP,"electronics,beauty",1739,False
user_000473,51,F,FR,"clothing,home_garden",860,False
user_000474,54,F,UK,books,90,False
user_000475,32,Other,UK,"toys,beauty,food",1190,True
user_000476,41,M,MX,toys,128,False
user_000477,38,M,AU,home_garden,1641,False
user_000478,71,M,UK,"beauty,jewelry,food",416,True
user_000479,48,M,BR,"clothing,books,jewelry",644,False
user_000480,33,M,CA,"beauty,home_garden,food",1746,True
user_000481,23,F,MX,sports,83,False
user_000482,18,F,AU,"books,clothing",812,False
user_000483,37,M,JP,"sports,jewelry,books",1751,False
user_000484,25,M,DE,"automotive,home_garden,clothing",249,True
user_000485,18,M,JP,books,763,False
user_000486,27,M,UK,"clothing,sports,jewelry",405,False
user_000487,22,F,AU,"books,clothing",251,True
user_000488,55,F,JP,"electronics,books",1683,False
user_000489,45,F,DE,"electronics,toys",725,False
user_000490,34,M,DE,sports,71,False
user_000491,52,M,IN,"home_garden,sports,food",982,True
user_000492,35,M,IN,"toys,books",511,False
user_000493,24,M,BR,"electronics,toys,beauty",705,False
user_000494,53,M,AU,"beauty,toys,sports",1223,False
user_000495,41,F,MX,"electronics,food",477,False
user_000496,22,F,CA,home_garden,1093,False
user_000497,32,M,DE,"electronics,home_garden,toys",361,False
user_000498,24,F,AU,"beauty,electronics",1163,False
user_000499,18,M,US,"home_garden,food,sports",185,True
user_000500,46,M,MX,"home_garden,electronics,food",413,False
user_000501,57,M,DE,"books,beauty",1202,False
user_000502,18,F,AU,clothing,149,False
user_000503,41,M,DE,"toys,clothing,beauty",323,False
user_000504,27,M,IN,"food,beauty",1421,False
user_000505,29,M,CA,"beauty,home_garden,books",261,False
user_000506,27,M,MX,jewelry,67,False
user_000507,24,F,UK,"jewelry,home_garden",1017,True
user_000508,35,Other,DE,"clothing,home_garden,beauty",1303,False
user_000509,25,M,CA,beauty,430,False
user_000510,38,M,UK,beauty,1476,True
user_000511,34,Other,JP,"food,toys",1010,False
user_000512,32,M,BR,"automotive,toys",1616,False
user_000513,24,M,US,"home_garden,books,food",604,True
user_000514,28,M,JP,"clothing,jewelry",330,False
user_000515,44,F,JP,"clothing,beauty,food",1339,False
user_000516,41,M,FR,"books,electronics",390,False
user_000517,23,M,UK,"automotive,sports,jewelry",102,False
user_000518,36,M,JP,"food,books,electronics",180,False
user_000519,44,M,FR,"jewelry,food,home_garden",350,False
user_000520,18,F,CA,food,1608,False
user_000521,41,F,JP,"sports,clothing",379,False
user_000522,27,M,CA,"beauty,books",901,False
user_000523,41,F,DE,sports,1541,False
user_000524,25,F,IN,clothing,848,False
user_000525,18,F,IN,"home_garden,automotive,electronics",858,False
user_000526,18,M,JP,"food,home_garden,jewelry",1749,False
user_000527,35,M,BR,"jewelry,automotive,books",355,False
user_000528,38,F,DE,home_garden,88,False
user_000529,24,F,CA,"toys,home_garden,books",655,False
user_000530,42,M,JP,clothing,1131,False
user_000531,18,F,US,"automotive,food",1611,False
user_000532,34,M,DE,"automotive,toys,clothing",1161,False
user_000533,20,F,UK,clothing,1610,False
user_000534,27,M,BR,"beauty,toys,sports",1172,False
user_000535,35,M,DE,books,1267,False
user_000536,24,F,AU,"toys,electronics,jewelry",1415,False
user_000537,30,M,CA,"food,sports,beauty",637,False
user_000538,47,M,BR,"clothing,home_garden",1586,False
user_000539,28,M,FR,"toys,clothing",1688,False
user_000540,45,F,IN,"automotive,beauty",1621,False
user_000541,21,M,IN,"automotive,toys",1801,False
user_000542,41,F,FR,home_garden,1715,True
user_000543,52,M,AU,food,1444,False
user_000544,18,M,UK,"food,automotive",1396,True
user_000545,25,M,BR,"food,jewelry",1202,False
user_000546,41,F,UK,"books,sports",584,True
user_000547,32,F,FR,books,1756,False
user_000548,39,M,JP,home_garden,1052,True
user_000549,27,F,MX,"electronics,food,books",1641,True
user_000550,36,F,CA,"jewelry,sports",868,False
user_000551,33,M,CA,"food,sports",1387,False
user_000552,49,F,AU,"toys,clothing,electronics",1150,False
user_000553,38,F,AU,"sports,jewelry,clothing",567,False
user_000554,39,M,IN,"sports,jewelry",1568,False
user_000555,30,M,AU,jewelry,1395,True
user_000556,29,Other,CA,food,858,False
user_000557,29,F,FR,"electronics,home_garden,beauty",1406,False
user_000558,39,M,DE,"beauty,automotive",1722,False
user_000559,29,M,CA,"books,sports,clothing",1486,False
user_000560,38,F,FR,beauty,728,False
user_000561,59,M,MX,"toys,beauty",603,False
user_000562,45,M,MX,food,1189,False
user_000563,31,F,IN,food,246,False
user_000564,49,M,DE,"automotive,sports",282,False
user_000565,30,M,DE,"toys,food",1596,True
user_000566,18,F,US,"books,beauty",926,False
user_000567,22,F,BR,jewelry,1609,False
user_000568,18,F,JP,books,827,False
user_000569,30,M,FR,"toys,electronics",1497,False
user_000570,35,F,IN,beauty,391,True
